ID	[Eubacterium]	[Prevotella]	[Ruminococcus]	Abiotrophia	Achromobacter	Acidovorax	Acinetobacter	Actinobacillus	Actinobaculum	Actinomyces	Aerococcus	Aeromonas	Aggregatibacter	Agrobacterium	Akkermansia	Alcaligenes	Alistipes	Allobaculum	Alloiococcus	Anaerococcus	Anaerolinea	Anaerotruncus	Aquabacterium	Arcobacter	Arthrobacter	Atopobium	Bacillus	Bacteroides	Bifidobacterium	Blautia	Brevibacterium	Brevundimonas	Bulleidia	Burkholderia	Butyricimonas	Caldicoprobacter	Campylobacter	Candidatus Solibacter	Candidatus Xiphinematobacter	CandidatusArthromitus	Capnocytophaga	Carnobacterium	Cellvibrio	Cetobacterium	Chitinophaga	Chryseobacterium	Cloacibacterium	Clostridium	Comamonas	Coprococcus	Corynebacterium	Cupriavidus	Cystobacter	DA101	Deinococcus	Delftia	Dermabacter	Desulfovibrio	Devosia	Dialister	Dok59	Dokdonella	Dorea	Dyadobacter	E6	Enhydrobacter	Enterobacter	Enterococcus	Exiguobacterium	Faecalibacterium	Filifactor	Finegoldia	Flavobacterium	Flexispira	Fusobacterium	Gemmiger	Geobacillus	Geobacter	Granulicatella	HA73	Haemophilus	Helicobacter	Hyphomicrobium	Kaistobacter	Kosmotoga	Lachnoanaerobaculum	Lachnospira	Lactobacillus	Lactococcus	Lautropia	Leptotrichia	Lysobacter	Massilia	Megamonas	Megasphaera	Mesorhizobium	Methanobacterium	Methanosaeta	Methylobacterium	Microbacterium	Micrococcus	Moraxella	Mucispirillum	Mycobacterium	Mycoplasma	Neisseria	Nitrosomonas	Nitrospira	Nocardioides	Ochrobactrum	Odoribacter	Oleibacter	Olsenella	Oscillospira	Paenibacillus	Paludibacter	Parabacteroides	Paracoccus	Parvimonas	PD-UASB-13	Pediococcus	Pelomonas	Peptococcus	Peptoniphilus	Peptostreptococcus	Petrimonas	Phascolarctobacterium	Phyllobacterium	Porphyromonas	Prevotella	Propionibacterium	Propionicimonas	Proteiniclasticum	Pseudomonas	Pseudoxanthomonas	Ralstonia	Rhodococcus	Rhodoplanes	Roseburia	Roseococcus	Roseomonas	Rothia	Rubrivivax	Rubrobacter	Ruegeria	Ruminococcus	Schwartzia	Sedimentibacter	Selenomonas	Serratia	SHD-231	Shewanella	Sphingobacterium	Sphingobium	Sphingomonas	Sporanaerobacter	Staphylococcus	Stenotrophomonas	Streptococcus	Sutterella	Syntrophobacter	Syntrophomonas	T78	Tannerella	Thermomonas	Thioalkalimicrobium	Treponema	Turicibacter	vadinHB04	Veillonella	Weissella	Zoogloea
SY11	0	0	0	0	0	0	0.000491213	0	0.008077721	0.000436634	0	0	0	0.000873267	0	0	0	0	0.002838118	0.029199869	0	0	0	0	0	0	0	0	0	0	0	0.000436634	0	0.004966707	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000272896	0	0	0.740857985	0	0.001091584	0	0	0	0.00403886	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000163738	0.010042572	0	0	0.000218317	0	0	0	0	0	0.000818688	0	0	0	0	0	0	0	0	0.000272896	0.000163738	0	0	0	0	0	0	0	0	0	0.001146163	0.000982425	0	0	0	0.001637376	0	0	0	0	0	0	0	0	0	0	0	0	0.000218317	0	0	0	0	0.007149874	0	0	0	0	0	0	0.027344176	0	0	0.000218317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000109158	0.000818688	0	0	0	0	0	0	0.143870756	0	0.008841829	0	0	0	0	0	0	0	0	0	0	0	0	0
SY12	0	0	0	0	0.000126896	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116331451	0.003711693	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00041241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.844267496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002093776	0	0	0	0	0	0	0	0	0.003267559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.52E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000824821	0	0	0	0	0.000380687	0	0	0	0	0.000729649	0	0.013799886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001173783	0	0	0	0	0	0	0.007455111	0	0.005266163	0	0	0	0	0	0	0	0	0	0	0	0	0
SY13	0	0	0	0	0	0	1.26E-05	0	0	0	0	0	0	5.04E-05	0	0	0	0	0.004650635	0.000100827	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000466324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024450494	0	0	0	3.78E-05	0	0	0	0	5.04E-05	0	0	0	0	0	0	0	0	0	0	0.00022686	0.000365497	0	0	0	0	0	0	0	0	0.001109095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00026467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000315084	0.000352894	0.001613228	0	0	0.00026467	0	0	0	0	0	0	0	5.04E-05	0	0	0	0	0	0	0	0.000882234	0	0	0	0	0	0	0.005545473	0	0.959064327	0	0	0	0	0	0	0	0	0	0	0	0	0
SY14	0	0	0	0	0	0	0.000538445	0	0	0	0	0	0	3.59E-05	0	0	0	0	0.318813267	0.002440951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.644967334	0	0	0	0.000107689	0	7.18E-05	0	0	0	0	0	0	0	0	3.59E-05	0	0	0	0	0.000305119	0	0	0	0	0	7.18E-05	0	0	0	0.000933305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00068203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001005097	0	0	0	0	0.001202527	7.18E-05	0	0	0	0.000592289	0.000448704	0.00147175	0	0	0	0	0	0	0	0	0	0	0.000107689	0	0	0	0	0	0	0	0.001058942	0	0	0	0	0	0	0.016153349	0	0.008327949	0	0	0	0	0	0	0	0	0	0	0	0	0
SY15	0	0	0	0	0	0	9.20E-05	0	0	4.60E-05	0	0	0	0	0	0	0	0	0.00186254	0.001241693	0	0	0	0	0	0	0	0	0	0	0	2.30E-05	0	9.20E-05	0	0	0.004230955	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002897284	0	0	0	0	0	0	0	0	0.008611373	0	0	0	0	0	0	0	0	0	0	0.016739865	0.000896778	0	0	9.20E-05	0	0	0	0	0	0.001103727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.200935869	0	0	3.45E-05	0	0.000459886	0	0	0	0	0.481880476	0.162949252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000264435	0.00125319	0	0	0	0	2.30E-05	0	0.003828554	0	0.109498954	0	0	0	0	0	0	0	0.000862287	0	0	0	0	0
SY16	0	0.001132691	0	0	0.000133258	0	0.000166572	0.011326915	0	0	0	0	0.000199887	0	0	0	0	0	0.004364194	0.002232068	0	0	0	0	0.000166572	0	0.00029983	0	0	0	0.001032748	0	0	0	0	0	0.00029983	0	0	0	0	0	0	0	0	0	0	0	0	0	0.502381984	0	0	0	9.99E-05	0	0	0	0	0.000199887	0	0	0	0	0	0	0.000433088	0	0	0	0	0.008128727	0	0	0.001032748	0	0	0	0.000966119	0	0.243128894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000333145	0	0	0.008661758	0	0	0.000233201	0.001632408	0	0	0	0	0	0	0	0	0	0	0	0	0.003198188	0	0	0	0	0.006662891	0.000233201	0	0	0	0.003731219	0.002531899	0.004963854	0	0	0	0	0	0	0	0	0	0	0.004364194	0	0	0	0	0	0	0	0.007062664	0	0	0	0	0	0	0.120531699	0	0.054569078	0	0	0	0	0	0	0	0	0	0	0.001032748	0	0
SY17	0	0.011748403	0	0	0.000722979	0	0	0.000481986	0	0.009760212	0	0	0.004819858	0.000240993	0	0	0	0	0	0.004036631	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002108688	0	0	0.009519219	0	0	0	0.00542234	0	0	0	0	0	0	0	0	0	0.341908664	0	0	0	0	0	0	0	0	0.000421738	0	0	0	0	0	0	0	0	0	0	0.002952163	0.004699361	0	0	0.020966381	0	0	0	0.005783829	0	0.017592481	0	0	0	0	0.001385709	0	0	0	0.002590674	0.000120496	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002590674	0.019158935	0	0	0	0	0	0	0	0	0	0	0	0	0.004518617	0	0	0	0	0.000361489	0.00439812	0	0	0	0.01795397	0.025665743	0.017712977	0	0	0.000602482	0	0	0	0	0	0	0	0.01795397	0	0	0	0	0	0	0.001988191	0	0	0	0	0	0	0	0.084769249	0.000240993	0.33118448	0	0	0	0	0	0	0	0.003675142	0	0	0.004458368	0	0
SY18	0	0	0	0	0.007376293	0	0.007376293	0	0	0.001741625	0	0	0	0.002971007	0	0	0	0	0.000409794	0.00901547	0	0	0	0	0	0	0.003175904	0.00204897	0	0	0	0.003585698	0	0.014137896	0	0	0	0	0	0	0.000819588	0	0	0	0	0.001639176	0	0.002561213	0	0.001741625	0.453744493	0	0.003175904	0	0.003893044	0	0	0	0	0.003278353	0	0	0	0	0	0.003790595	0	0	0	0	0	0.032168835	0	0	0.001946522	0	0	0	0	0	0.003893044	0	0	0	0	0	0	0	0	0	0.001434279	0	0.005122426	0.00276611	0	0	0	0	0.00071714	0	0.003380801	0.007478742	0	0	0	0.002868559	0	0	0	0	0	0	0	0	0	0	0	0	0.001229382	0	0	0	0	0.043438172	0	0	0	0	0.00276611	0.004917529	0.000307346	0	0	0.003893044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001946522	0	0	0	0	0.004610183	0	0.284909333	0	0.009630161	0	0	0	0	0	0	0	0	0	0	0	0	0
SY19	0	0.000625443	0	0.001459367	0.001501063	0	0.001918025	0	0.000125089	0.00867281	0	0	0	0.000833924	0	0	0	0	0.002501772	0	0	0	0	0	0.000416962	0	0	0.000291873	0	0	0	0	0	0.005503899	0	0	0	0	0	0	0.001459367	0	0	0	0	0	0	0	0	0	0.887670433	0	0.000375266	0	0	0	0.000208481	0	0	4.17E-05	0	0	0	0	0	0	0	0	0	0	8.34E-05	0	0	0	0.002126506	0	0	0	0.003043823	0	0.002835342	0	0	0	0	0.000291873	0	0	0	0.003335696	0.004002835	0	0	0	0	0	0	0	0	0	0.000959013	0.001334278	0	0	0	0.00120919	0	0	0	0.00087562	0	0	0	0	0	0	0	0	0.001084101	0	0	0	0	0	0	0	0	0	0.001876329	0.002001418	0.005128633	0	0	0	0	0	0	0	0	0	0	0.003919443	0	0	0	0	0	0	0.002460076	0.001167494	0	0	0	0	0.001167494	0	0.024142101	0	0.013551265	0	0	0	0	0	0	0	0	0	0	0.006546304	0	0
SY20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006814409	0.001679472	0	0	0	0	0	0	0	0	0	0	0	9.65E-05	0	0.000328173	0	0	0.001679472	0	0	0	0	0	0	0	0	3.86E-05	0	0	0	0	0.014072816	0	0.000173738	0	0.000173738	0	0	0	0	0.000714258	0	0	0	0	0	0	0.000193043	0	0	0	0.000347477	0.001370603	0	0	0	0	0	0	0	0	0.000907301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.65E-05	0.00212347	0	0	0	0	0.00185321	7.72E-05	0	0	0	0.000656345	0.003243118	0.001698776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001293386	0	0	0	0	0	0	0.004999807	0	0.954885912	0	0	0	0	0	0	0	0	0	0	0	0	0
SY21	0	0	0	0	0	0	0	0	0	0.000257102	0	0	0	0	0	0	0	0	0.001928268	0	0	0	0	0	0.000149976	0	0	0	0	0	0	0	0	0.000857008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.949929297	0	0.000149976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.57E-05	0.000192827	0	0	0	0	0	0	0	0	2.14E-05	0	0	0	0	0	0	0	0	0.000364228	0	0	0	0	0	0	0	0	0.000149976	0	0	0.000921284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000792733	0	0	0	0	0.000471355	0	0	0	0	0.000578481	0	0.008570082	0	0	0	0	0	0	0	0	0	0.000407079	0	0	0	0	0	0	0	0	0.000578481	0	0	0	0	4.29E-05	0	0.030295239	0	0.003213781	0	0	0	0	0	0	0	0	0	0	0	0	0
SY22	0	0.000816748	0	0	0.002149336	0	0.003761338	0.000838241	0	0.005136913	0	0	0	0.000967201	0	0.001998882	0	0	0.012530628	0.005652753	0	0	0	0	0.002772643	0	0	0	0	0	0	0.000623307	0	0.001375575	0	0	0.003675364	0	0	0	0.002278296	0	0	0	0	0.001354082	0	6.45E-05	0	0.000515841	0.223058075	0	0	0	0	0	0	0	0	0.003438937	0	0	0	0	0	0.002299789	0	0	0	0	0	0.006340541	0	0	0.001440055	0	2.15E-05	0	0.001633495	0	0.001783949	0	0	0	0	0	0	0.00025792	0	0.002923097	0.002901603	0	0	0.002213816	0	0	0	0	0.002901603	0	0.001354082	0.005674247	0	0	0	0.001805442	0	0	0	0	0	0	0	0	0	0	0	0.000580321	0.000494347	0	0	0	0	0.00543782	0	0	0	0	0	0.004492112	0.003352964	0	0	0.002407256	0	0	0.002342776	0	0	0	0	0.002342776	0	0	0	0	0	0	0	0	0	0	0	0.000795254	0.00038688	0	0.520741091	0	0.119073206	0	0	0	0	0	0	0	0.000171947	0	0	0.001074668	0	0
SY23	0	0	0	0	0.003424841	0	0.036602986	0	0	0.002782683	0	0	0	0	0	0.009418312	0	0	0.004816182	0.007973457	0	0	0	0	0.003531867	0	0.007973457	0.002675657	0	0	0	0	0	0.038529459	0	0	0.004227538	0	0	0	0	0	0	0	0	0.005404827	0	0	0	0	0.345587842	0	0.005993471	0	0.004227538	0.007277787	0	0	0	0	0	0	0	0	0	0.007705892	0	0	0	0	0.003852946	0.008080484	0	0	0.009364799	0	0.003050249	0	0	0	0.004120512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007010221	0	0	0.002247552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158345374	0	0	0	0	0.000642158	0	0	0	0	0.070744368	0.030341949	0.055011505	0	0	0.003157275	0	0	0	0	0	0	0.002782683	0.005297801	0	0	0	0	0	0	0.001551881	0.003424841	0	0	0	0	0.00989993	0	0.046128325	0.006046985	0.045218601	0	0	0	0	0	0	0	0	0	0	0	0	0
SY24	0	0	0	0	0	0	0.000185486	0	0	6.96E-05	0	0	0	0	0	0	0	0	0.001483886	0.003547415	0	0	0	0	0	0	0	0	0	0	4.64E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.981567355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.64E-05	0	0	0	0	0	0.001762115	0	0	0	0	0	0	0	0	0.000463714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000741943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004869	0	0	0	0	0.003176443	0	0	0	0	0.000255043	0	0.000904243	0	0	0	0	0	0	0	0	0	0	0.000208671	0	0	0	0	0	0	0	0.000533272	0	0	0	0	0	0	0	0	0.002851843	0	0	0	0	0	0	0	0	0	0	0	0	0
