ID	[Eubacterium]	[Prevotella]	[Ruminococcus]	Abiotrophia	Achromobacter	Acidovorax	Acinetobacter	Actinobacillus	Actinobaculum	Actinomyces	Aerococcus	Aeromonas	Aggregatibacter	Agrobacterium	Akkermansia	Alcaligenes	Alistipes	Allobaculum	Alloiococcus	Anaerococcus	Anaerolinea	Anaerotruncus	Aquabacterium	Arcobacter	Arthrobacter	Atopobium	Bacillus	Bacteroides	Bifidobacterium	Blautia	Brevibacterium	Brevundimonas	Bulleidia	Burkholderia	Butyricimonas	Caldicoprobacter	Campylobacter	Candidatus Solibacter	Candidatus Xiphinematobacter	CandidatusArthromitus	Capnocytophaga	Carnobacterium	Cellvibrio	Cetobacterium	Chitinophaga	Chryseobacterium	Cloacibacterium	Clostridium	Comamonas	Coprococcus	Corynebacterium	Cupriavidus	Cystobacter	DA101	Deinococcus	Delftia	Dermabacter	Desulfovibrio	Devosia	Dialister	Dok59	Dokdonella	Dorea	Dyadobacter	E6	Enhydrobacter	Enterobacter	Enterococcus	Exiguobacterium	Faecalibacterium	Filifactor	Finegoldia	Flavobacterium	Flexispira	Fusobacterium	Gemmiger	Geobacillus	Geobacter	Granulicatella	HA73	Haemophilus	Helicobacter	Hyphomicrobium	Kaistobacter	Kosmotoga	Lachnoanaerobaculum	Lachnospira	Lactobacillus	Lactococcus	Lautropia	Leptotrichia	Lysobacter	Massilia	Megamonas	Megasphaera	Mesorhizobium	Methanobacterium	Methanosaeta	Methylobacterium	Microbacterium	Micrococcus	Moraxella	Mucispirillum	Mycobacterium	Mycoplasma	Neisseria	Nitrosomonas	Nitrospira	Nocardioides	Ochrobactrum	Odoribacter	Oleibacter	Olsenella	Oscillospira	Paenibacillus	Paludibacter	Parabacteroides	Paracoccus	Parvimonas	PD-UASB-13	Pediococcus	Pelomonas	Peptococcus	Peptoniphilus	Peptostreptococcus	Petrimonas	Phascolarctobacterium	Phyllobacterium	Porphyromonas	Prevotella	Propionibacterium	Propionicimonas	Proteiniclasticum	Pseudomonas	Pseudoxanthomonas	Ralstonia	Rhodococcus	Rhodoplanes	Roseburia	Roseococcus	Roseomonas	Rothia	Rubrivivax	Rubrobacter	Ruegeria	Ruminococcus	Schwartzia	Sedimentibacter	Selenomonas	Serratia	SHD-231	Shewanella	Sphingobacterium	Sphingobium	Sphingomonas	Sporanaerobacter	Staphylococcus	Stenotrophomonas	Streptococcus	Sutterella	Syntrophobacter	Syntrophomonas	T78	Tannerella	Thermomonas	Thioalkalimicrobium	Treponema	Turicibacter	vadinHB04	Veillonella	Weissella	Zoogloea
YZ11	0	0	0	0	0.000785546	0	0	0	0	0	0	0	0	0.000523697	0	0	0	0	0.00122196	0.022868116	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004713276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.822815746	0	0.001134677	0	0.000698263	0	0.000436414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016147334	0	0	0.00061098	0	0	0	0	0	0.001745658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007680894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.73E-05	0	0	0	0	0.000349132	0	0	0	0	0	0	0.02845422	0	0	0	0	0	0.00061098	0	0	0	0	0	0	0	0	0	0	0	0	0.000523697	0	0	0	0	0	0	0.083704286	0	0.002356638	0	0	0	0	0	0	0	0	0	0	0	0	0
YZ12	0	0	0	0	0.000741169	0	0.002022511	0	0	0.000175871	0	0	0	0	0	0	0	0	0.141274308	0.006130345	0	0	0	0	0.000904477	0	0.000213557	0	0	0	0	0.000552736	0	0.000314055	0	0	6.28E-05	0	0	0	0	0	0	0	0	6.28E-05	0	0	0	0.000602985	0.574104316	0	0	0	0.001306467	0	0	0	0	0.001042661	0	0	0	0	0	0.001293905	0	0	0	0	0	0.006771017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001344154	0	0	0	0	0	0.000163308	0	0	0	0	0	0	0.001457213	0.006369027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026594141	0	0	0	0	0	0	0.007725742	0	0	0.000427114	0	0	0	0	0	0	0	0.000665796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.210818552	0.000188433	0.003316416	0	0	0	0	0	0	0	0	0	0	0	0	0
YZ13	0	0	0	0	0	0	0.001749053	0	2.81E-05	0	0	0	0	0	0	0	0	0	0.419351822	0.002497311	0	0	0	0	0.00084179	0	0.000645372	2.81E-05	0	0	0	0.001000795	0	0.000477014	0	0	0	0	0	0	0	0	0	0	0	0.000308656	0	0	0	0	0.318711126	0	0.000495721	0	3.74E-05	0	0	0	0	0.000505074	0	0	0	0	0	0.000860497	0	0	0	0	0	0.00110368	0	0	5.61E-05	0	0	0	1.87E-05	0	0.001496516	0	0	0	0	0	0	0.001028855	0	0	2.81E-05	0	0.000570547	4.68E-05	0	0	0	0	0.003320395	0	0	0.004770145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000720198	0	0	0	0	0	0.001627461	0	0	0	0	0	0	0.00548099	0	0	0.000392835	0	0	0.001141093	0	0	0	0	0.000589253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21722864	0	0.002534724	0	0	0	0	0	0	0	0	0	0	0	0	0
YZ14	0	0	0	0	0	0	0.00018201	0	0	0	0	0	0	0	0	3.64E-05	0	0	0.003294383	0.056750755	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000309417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.831859051	0	3.64E-05	0	0	3.64E-05	0.001874704	0	0	0.000109206	0	0	0	0	0	0.000109206	0	0	0	0	0	0.019202068	0	0	3.64E-05	0	0	0	0.000145608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000982855	0	0	0	9.10E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.001456081	0	0	0	0	0.016490117	0	0	0	0	0.000564231	7.28E-05	0.015707473	0	0	0	0	0	0	0	0	0	0	0.000582432	0	0	0	0	0	0	0	0.001219468	0	0	0	0	5.46E-05	0	0.046084962	5.46E-05	0.002620946	0	0	0	0	0	0	0	0	0	0	0	0	0
YZ15	0	0	0	0	0	0.000438101	0.000674002	0	0	0	0	0	0	0	8.43E-05	0	0	0	0.561595363	0.030212142	0	0	0	0	0	0	0.000825653	6.74E-05	0	0	0	0	0	0	0	0	0.001668155	0	0	0.001128953	0	0	0	0	0	0	0	0.00015165	0	0	0.263854955	0	0	0	0	0.000219051	0	6.74E-05	0	0.001533355	0	0	0	0	0	0	0	0.000370701	0	0	0	0.015063946	0	0	0	0	0	0	0	0	0	0.0001011	0	0	0	0	0	0.001381704	0.0001348	0	0	0	0	0	0	0	0	0	0	0	0	0.052791211	0	0	0	0	0	0	0.001044703	0	3.37E-05	0	0	0	0	0	0	0	0	0	0	0.000404401	0	0.034323555	0	0	0	0	0	0.001230054	0.004532664	0	0	0.019916761	0	0.000202201	0	0	0	0	0	0.002594908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002645458	0.00011795	0.000421251	0	0	0	0	0	0	0	0	0	0	0	0	0.000168501
YZ16	0	0.000151759	0	0	0	0	0.000158657	0	0	0	0	0	0	0	0	0	0	0	0.029613636	0.098739713	0	0	0	0	0	0	0	0.000193147	2.07E-05	0	0	0	0	0	0	0	0.005014934	0	0	0	0	0	0	0	0	0	1.38E-05	2.07E-05	0	0	0.520559852	0	0	0	0	5.52E-05	0	0	0	0	0	0	0	6.90E-05	0	6.90E-05	0	0.000310415	0	0	0	0.035690881	0	0	0	0	0	0	0	0	0.000269027	0	0	0	0	0	0	0	2.76E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000165555	0	0	0	0	4.14E-05	0	0	0	0.000206944	0	0	0	3.45E-05	0	0.177192051	0	0	0	0	0.000813978	0.002200501	0.125476833	0	0	0.00238675	0	3.45E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000179351	4.14E-05	0.000248332	0	0	0	0	0	0	0	0	0	0	0	0	0
YZ17	0	0	0	0	0	0	0.000418067	0	0	0.00032159	0	0	4.82E-05	0	0	0	0	0	0	0.04444373	0	0	0	0	0	0	6.43E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.43E-05	0	0	0	0	0.84878841	0	0	0	0	8.04E-05	0	0	0	0	0	0	0	0	0	0	0	0.000401987	0	0	0	0.059703172	0	0	0	0	0	0	0	0	8.04E-05	0	0	0	0	0	0	0.001157724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000160795	0	0	0	0	0	0	0	0.000289431	0	0	0	0	0	0	0	0	0	0	0	0	3.22E-05	0	0.000128636	0	0.042031805	0	0	0.001222042	0	8.04E-05	0	0	0	8.04E-05	0	0.000225113	0	0	0	0	0	0	0	0	0	0	0	0.000176874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YZ18	0	0	0	0	0	0	3.93E-05	0	0	0	0	0	0	0	0	0	0	0	0.000222805	0.016435125	0	0	6.55E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	6.55E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123905636	0	0	0	0	5.24E-05	0	0	0	0.000419397	0	0	0	0	0	6.55E-05	0	0.000131062	0	0	0	0.005832241	0	0	0	0	0	0	0	0	0.820026212	0	0	0	0	0	0	0.000117955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000222805	0	0	0	0	0	0	0	0	0	0.022542595	0	0	0	0	3.93E-05	0.000393185	0.007601573	0	0	0.001009174	0	9.17E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000720839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YZ19	0	0	0	0	0	0	0.000887084	0	0	0	0	0	0	0	3.41E-05	0	0	0	0	0.158088674	0	0	0	0	0	0	0.000460602	0.001842406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.609768164	0	0	0	0	8.53E-05	0	0	0	0	0	0	0	0	0	0.003531278	0	0.000170593	0	0	0	0.032651529	0	0	0.000136475	0	0	0	0	0	0	0	0	0	0	0	0	0.001722991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000597076	0	0	0	0.000153534	0	0	0.000904144	0	0	0	0.000119415	0.000102356	0.180282843	0	0	0.006909023	0	0.000170593	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000818847	0	0	0	0	0	0	0.000528839	3.41E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YZ20	0	0.002636277	0	0	0	0	0.000456678	0	0	0.004110101	0	0	0	0	0	0	0	0	0.000124549	0.001453066	0	0	0	0	0	0.001120937	0.000207581	0	0	0.000311371	0	0	0.000685017	0	0	0	0.000145307	0	0	0	0	0	0	0	0	0	0	0.001370034	0	0	0.121932993	0	0	0	0	0.000124549	0	0.00010379	0	0	0	0	0	0	0	0.00010379	0	0.000477436	0	6.23E-05	0	0.000498194	0	0	0.00053971	0	0	0	0.001930502	0	0.000352887	0	0	0	0	0	0	0.001183211	0	0	0.000311371	0	0	0	0.00141155	0	0	0	0	0.000166065	0	0	0	0	0	0.000394404	0	0	0	0	0	0	0	0.000456678	0	0	6.23E-05	0.000269855	0.000207581	0	0	0.000145307	0	0.000394404	0.000166065	0	0.000207581	0	0	0.007888072	0.009361896	0	0	0.000934114	0	0.000145307	0	0	0	0	0	0.004525263	0	0.000913356	0.00010379	0	0	0	0	0	0	0	0	0	0	0	0.81299041	0	0.012890771	0	0	0	0	0	0	0	0	0	0	0.006123635	0	0
YZ21	0	0.00084246	0	0	0	0	0.000156737	0	0	0	0	0	0	0	5.88E-05	0	0	0	0.000195921	0.018984738	0	0	0	0	0	0	0.000509394	0	0	0.000274289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.367802355	0	0	0	0	0.000176329	0	0	0	0	0	0	0	0	0	0.000195921	0	0.000235105	0	0	0	0	0	0	5.88E-05	0	0	0	0	0	0.000293881	7.84E-05	0	0	0	0	0	0.001547775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000999197	0	0	0.000587763	0	0	0	0	0	0	0	0	0	0	0	0	0.000783684	0.588037068	0	0	0.000176329	0	0.00037225	0	0	0	0	0	0	0	0.00121471	0.00037225	0	0	0	0	0	0	0	0	0	0	0	0.015399385	0	0.000607355	0	0	0	0	0	0	0	3.92E-05	0	0	0	0	0
YZ22	0	2.75E-05	0	0	0	0	0.000701986	0	0	0	0	0	0	0	0	0	0	0	0.003083234	8.26E-05	0	0	0	0	0	0	0	5.51E-05	0	0	0	0	0	0	0	0	0.000206467	0	0	0	0	0	0	0	0	0	0	5.51E-05	8.26E-05	0	0.869031397	0	0	0	0	6.88E-05	0	5.51E-05	0	0	0	0	0	0	0	0	0	0.000151409	0	8.26E-05	0	0.024184113	0	0	0	0	0	0	0	0	0.000110115	4.13E-05	0	0	0	0	0	0.000110115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012388	0	0.021968039	0	0	0	0	0	0.000289053	0.07643391	0	0	0.002395012	0	0.00012388	0	0	0	0	0	0	0	8.26E-05	0.000192702	4.13E-05	0	0	0	0	0	0	0	0	0	0	9.64E-05	0	0.00012388	0	0	0	0	0	0	0	0	0	0	0	0	0
YZ23	0	0.032053297	0	0.000778501	0	0	0.000643761	0.039973052	0	0.027636799	0	0	0.030541208	0	5.99E-05	0	0	0	0	0	0	0	0	0	0	0.007275994	0	0.000134741	0.001362377	8.98E-05	0	0	0.004491354	0	0	0	0.009551613	0	0	0	0.009416873	0	0	0	0	0	0	0.000823415	0	0	0.148469197	0	0	0	5.99E-05	0	0	0	0	0.002066023	0	0	0	0	0	0	0	0.000494049	0	0.000209597	0.000598847	0	0	0	0.018100157	0	0	0	0.028879407	0	0.015180777	5.99E-05	0	0	0	0	0	0.000643761	0	0.000898271	0.005659106	0	0	0	0.002185792	0	0	0	0	0	0	0.000149712	0	0	0.000449135	0.21154278	0	0	0	0	0	0	0.000149712	0	0	0	0	0	0.003368516	0	0	0	0.00076353	0	0.004431469	0	0	0	0.014477132	0.06163635	0.006123213	0	0	0	0	0	0	0	0	0	0	0.046485515	0	0	0	0	0.000134741	0	0.025376151	0	0	0	0	0	0.000898271	0	0	8.98E-05	0.217950445	0	0	0	0	0.000239539	0	0	0.002889438	0	0	0.014507074	0	0
YZ24	0	0.000133882	0	0	0	0	0	0	0	0	0	0	0	0	0.000306015	0	0	0	0	0.00749737	0	0	0	0	0	0.000420771	0.00070766	0.000879793	0.002199484	0.003519174	0	0	0	0	0	0	0	0	0	0	0.000153008	0	0	0	0.001013675	0	0	0.003480922	0.001587453	0	0.545242421	0	0	0	0	0.000554652	0	0	0	0	0	0	0	0.000286889	0	0.001338816	0	0.000898919	0	0.001109305	0	0.001874343	0.000133882	0	0.000172133	0	0	0	0	0	0	0	0	0	0	0	0	0.003079277	0	0	0	0	0	0	0	0	0	0	0	0.000382519	0	0	0	0	0	7.65E-05	0	0	0	0	0	0	0	0.001472698	0.000363393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133882	0.413445539	0	0	0.003098403	0	0	0	0	0	0	0	0.00193172	0	0	0	0	0	0	0	0	0	0	0	0	0.000172133	0	9.56E-05	0.000248637	0.001472698	0	0	0	0	0	0	0	0	0	0	0.0005164	0	0
